ZS,AS_,VILLAGE,LON,LAT,POPULATION,DEF_TYPE,PROVINCE,OFFICIEL
BULUNGU,MAYOKO NIADI,Ferme Ngapa,18.99249,-4.472099781,,FERME,KWILU,oui
KIKONGO,MBONGAMBANZA,Nunga Masona,17.385423,-4.197514,,VILLAGE,KWILU,oui
KIKONGO,MBONGAMBANZA,Piskam,17.450328,-4.211956,,VILLAGE,KWILU,oui
KIKONGO,MBONGAMBANZA,PS Kisala,17.285787,-4.253239,,PS,KWILU,oui
KIKONGO,MBONGAMBANZA,PS Makangay,17.39225,-4.190695,,PS,KWILU,oui
BULUNGU,MPENE,EYANA,18.82055,-4.478300095,1600,VILLAGE,KWILU,oui
KIKONGO,MISAY,FAMPANA,17.333022,-3.88735,3419,VILLAGE,KWILU,oui
KIKONGO,MISAY,FAMPANA VILLAGE,,,,VILLAGE,KWILU,oui
KIKONGO,MISAY,FAMPANDA CENTRE,,,,VILLAGE,KWILU,oui
BULUNGU,MPENE,Ferme Beach Mpene,18.84086,-4.517809868,,FERME,KWILU,oui
KIKONGO,FAMBONDO,Marche Kikata,17.197965,-3.954587,,MARCHE,KWILU,oui
KIKONGO,FAMBONDO,Marche Fasila II,17.243773,-3.796311,,MARCHE,KWILU,oui
KIKONGO,FATUNDU,Liberte,17.20406,-4.01607,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Kimbwo,17.18086,-4.28388,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,KIPATA MUKOKO,,,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Kiwawa,16.996909,-4.10214,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Kulungu II,16.832713,-4.095946,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Lubui,17.065755,-4.165616,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Mabambi,16.99296,-4.089102,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Malobo,16.862221,-4.064524,,VILLAGE,KWILU,oui
KIKONGO,KIMBAY,Mobuma,17.113755,-4.073341,,HAMEAU,KWILU,oui
KIKONGO,NGI,EP Ngipudi,17.147891,-4.480466,,ECOLE P,KWILU,oui
KIKONGO,MISAY,FERME BULOSO,,,,VILLAGE,KWILU,oui
BULUNGU,MPENE,Ferme Katanga,18.82183,-4.482349873,,FERME,KWILU,oui
KIKONGO,FAKWILU,Eglise Cbco,17,-4.4881,,POINT INTERET,KWILU,oui
KIKONGO,FAMBONDO,Eglise Branham/Kinkwey,17.274328,-3.917005,,POINT INTERET,KWILU,oui
KIKONGO,FAMBONDO,Eglise Catholique/Kinkwey,17.276187,-3.915596,,POINT INTERET,KWILU,oui
KIKONGO,FANKANA,Eglise St Adrien,17.485247,-3.705197,,POINT INTERET,KWILU,oui
KIKONGO,FANKANA,Eglise Catholique Bolo,17.329038,-3.64972,,POINT INTERET,KWILU,oui
KIKONGO,FATUNDU,Luzolu,17.27382,-4.1813,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,Lycee Kukigana,17.21655,-4.11568,,ECOLE SECONDAIRE,KWILU,oui
KIKONGO,FATUNDU,Marche Fatundu,17.215,-4.118,,MARCHE,KWILU,oui
KIKONGO,FATUNDU,Mbaya,17.25557,-4.07147,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,Mbonga Miheta,17.29756,-4.14034,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,Mikinzi,17.27108,-4.10467,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,Miwanzi,17.28522,-4.13123,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,Paris,17.32856,-4.12506,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,Pont Lwa,17.30809,-4.16336,,REP GEO,KWILU,oui
KIKONGO,FATUNDU,Pont Miwanzi,17.27545,-4.12364,,REP GEO,KWILU,oui
KIKONGO,FATUNDU,PS Kibay,17.21728,-4.06775,,PS,KWILU,oui
KIKONGO,KIKONGO,Kimpu,17.20829,-4.38123,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Kimpu,17.13638889,-4.326805557,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Kindundu,17.15701,-4.22017,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Mangoma,17.025482,-4.091556,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Marche Kimbwo,16.82577,-4.072613,,MARCHE,KWILU,oui
KIKONGO,KINKOSI,Marche Kinkosi,17.032702,-4.114652,,MARCHE,KWILU,oui
KIKONGO,KINKOSI,Marche Mangoma,17.024888,-4.091127,,MARCHE,KWILU,oui
KIKONGO,KINKOSI,Marche Mbonga,16.936639,-4.075507,,MARCHE,KWILU,oui
KIKONGO,KINKOSI,Marche Mitimitanu,16.971077,-3.969751,,MARCHE,KWILU,oui
KIKONGO,KINKOSI,Marche Muwe,16.927889,-4.001922,,MARCHE,KWILU,oui
KIKONGO,KINKOSI,Mbonga,16.936867,-4.075534,,VILLAGE,KWILU,oui
KIKONGO,KIMBAY,Mpidi,17.118789,-4.082248,,HAMEAU,KWILU,oui
KIKONGO,KIMBAY,Mupoko,17.116075,-4.045468,,HAMEAU,KWILU,oui
KIKONGO,KIMBAY,Ngada Chamukwale,17.170922,-3.921506,,HAMEAU,KWILU,oui
KIKONGO,KIMBAY,Nganda Kimpana,17.103147,-4.003828,,HAMEAU,KWILU,oui
KIKONGO,MUKULANZADI,Kiyulu,17.439832,-3.925654,,VILLAGE,KWILU,oui
BULUNGU,NDWIY,Eyene Monastere,19.09422,-4.341239929,,VILLAGE,KWILU,oui
BULUNGU,NGWEME,Ferme Atwikumba,18.9065,-4.794270039,,FERME,KWILU,oui
BULUNGU,NKO,Ferme Kindambi,18.631,-4.636569977,,FERME,KWILU,oui
BULUNGU,MITSHAKILA,Ferme Kindala I,18.74875,-4.683611112,,FERME,KWILU,oui
BULUNGU,MITSHAKILA,Ferme Kindala II,18.7679,-4.692820072,,FERME,KWILU,oui
BULUNGU,MITSHAKILA,Ferme Lubidi,18.74551,-4.652249813,,FERME,KWILU,oui
BULUNGU,MITSHAKILA,Ferme Mabamfu,18.75941,-4.664509773,,FERME,KWILU,oui
BULUNGU,MITSHAKILA,Ferme Madiangala,18.72832,-4.665790081,,FERME,KWILU,oui
BULUNGU,MPENE,Ferme Magazini,18.81892,-4.474760056,,FERME,KWILU,oui
BULUNGU,MITSHAKILA,Ferme Mavunda,18.7802,-4.668089867,,FERME,KWILU,oui
BULUNGU,MAYOKO NIADI,Ferme Ngemba,18.99444,-4.436620235,,FERME,KWILU,oui
BULUNGU,MAYOKO NIADI,Ferme Nsagien,19.0496,-4.479670048,,FERME,KWILU,oui
BULUNGU,MAYOKO NIADI,Ferme Pungu II,19.0569,-4.493050098,,FERME,KWILU,oui
KIKONGO,MATELE,Ferme Sinay,17.04833333,-4.314097223,,VILLAGE,KWILU,oui
BULUNGU,MPENE,Ferme Nsele,18.81218,-4.509409904,,FERME,KWILU,oui
KIKONGO,FATUNDU,PS Kingunzu,17.34184,-4.10623,,PS,KWILU,oui
KIKONGO,FATUNDU,PS Miwanzi,17.28042,-4.13043,,PS,KWILU,oui
KIKONGO,FATUNDU,Quartier Kindongo,17.22234,-4.11794,,QUARTIER,KWILU,oui
KIKONGO,FATUNDU,Quartier Koweit,17.22079,-4.11513,,QUARTIER,KWILU,oui
BULUNGU,MITSHAKILA,Ferme Zungu,18.75348,-4.697820187,,FERME,KWILU,oui
KIKONGO,MBULUKUMBI,Fin Riviere Bidodu,17.482397,-4.169561,,REP GEO,KWILU,oui
KIKONGO,MBULUKUMBI,Fin Riviere Luasa,17.476877,-4.158417,,REP GEO,KWILU,oui
KIKONGO,MBULUKUMBI,Fin Riviere Mbulukumi,17.482848,-4.165655,,REP GEO,KWILU,oui
KIKONGO,MBULUKUMBI,Fin Riviere Sanga,17.481763,-4.162177,,REP GEO,KWILU,oui
KIKONGO,MBULUKUMBI,Institut Mbulukumbi,17.479148,-4.158181,,ECOLE SECONDAIRE,KWILU,oui
KIKONGO,MBULUKUMBI,Institut Musabu,17.412906,-4.16614,,ECOLE SECONDAIRE,KWILU,oui
KIKONGO,FAKWILU,Cour d'eau Matoto,17.11989,-4.45524,,REP GEO,KWILU,oui
KIKONGO,FAMBONDO,Pont Nziami,17.210712,-3.978188,,REP GEO,KWILU,oui
KIKONGO,FAMBONDO,Pont Mukuy,17.235786,-3.966317,,REP GEO,KWILU,oui
KIKONGO,FAMBONDO,Pont Kimbi,17.264109,-3.926594,,REP GEO,KWILU,oui
KIKONGO,FAMBONDO,Pont Kingaba,17.235716,-3.87014,,REP GEO,KWILU,oui
KIKONGO,FANKANA,Ruisseau Isaie,17.345978,-3.678315,,REP GEO,KWILU,oui
KIKONGO,FANKANA,Ruisseau,17.345123,-3.670611,,REP GEO,KWILU,oui
KIKONGO,FATUNDU,Quartier Kwango,17.21954,-4.1181,,QUARTIER,KWILU,oui
KIKONGO,FATUNDU,Quartier Wamba,17.21644,-4.11946,,QUARTIER,KWILU,oui
KIKONGO,FATUNDU,Riviere Lwa,17.29293,-4.16692,,REP GEO,KWILU,oui
KIKONGO,FATUNDU,Riviere Mbaya,17.23597,-4.04012,,REP GEO,KWILU,oui
KIKONGO,FATUNDU,SAMBASI,17.30507,-4.15888,1710,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Kingabwa,17.21343,-4.33647,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Kingulu-Mupu,17.18628,-4.17499,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Kinkole I,17.18845,-4.15333,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Kinkole II,17.1866,-4.16355,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Konda,17.07005,-4.27072,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Kunimbu,17.18003,-4.18803,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Mbwatunda I,16.885621,-4.094746,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Mitimitanu,16.972036,-3.970929,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Mukadi,17.074469,-4.140865,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Munipa,17.037921,-4.208975,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Musangu,16.869795,-4.06532,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,MUWE,16.926789,-4.004027,2302,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Paradis,16.819735,-4.097562,,VILLAGE,KWILU,oui
KIKONGO,KIMBAY,Nganda Marcel I,17.171351,-3.922489,,HAMEAU,KWILU,oui
KIKONGO,KIMBAY,Nganda Marcel II,17.169819,-3.922224,,VILLAGE,KWILU,oui
KIKONGO,KIMBAY,Nganzieme,17.060957,-4.031743,,VILLAGE,KWILU,oui
KIKONGO,KISIA,Ferme Sawa,16.85306,-4.13922,,HAMEAU,KWILU,oui
KIKONGO,KISIA,Ferme Yomume,16.87526,-4.22212,,HAMEAU,KWILU,oui
BULUNGU,KIWUTU,Ferme Yumbu,18.51548611,-4.758402779,,FERME,KWILU,oui
KIKONGO,KISIA,Ferme Zua,16.81631,-4.30395,,HAMEAU,KWILU,oui
KIKONGO,KISIA,IST Kambulu,16.86042,-4.26426,,ECOLE S,KWILU,oui
KIKONGO,KISIA,IST Lwono,16.81363,-4.2422,,ECOLE S,KWILU,oui
BULUNGU,MALUNGA,Kisala Ndamba Kwangu,18.53549,-4.645500183,,VILLAGE,KWILU,oui
BULUNGU,MALUNGA,Kisala Yimbi,18.5007,-4.653600216,,VILLAGE,KWILU,oui
KIKONGO,LUNKUNI,Kizubi,17.574177,-4.144418,,VILLAGE,KWILU,oui
KIKONGO,MUKULANZADI,Lusoni,17.361231,-3.923998,,VILLAGE,KWILU,oui
KIKONGO,MUKULANZADI,Makieke,17.358766,-3.912274,,VILLAGE,KWILU,oui
BULUNGU,MUSENGE,Mbelo Mungala,18.91995,-4.676089764,,VILLAGE,KWILU,oui
KIKONGO,MUMBUNDA,Mibey,17.43032,-4.02631,,VILLAGE,KWILU,oui
BULUNGU,NDWIY,Ferme Bifur Pungu,19.07487,-4.437759876,,FERME,KWILU,oui
BULUNGU,NDWIY,Ferme Bongalafe,19.0748,-4.437960148,,FERME,KWILU,oui
BULUNGU,NDWIY,Ferme Burabanta,19.06128,-4.419159889,,FERME,KWILU,oui
BULUNGU,MUTOY,Ferme Ibrilingi,19.14458,-4.425849915,,FERME,KWILU,oui
BULUNGU,NGANDUNGALA,Ferme Kawata,18.55426,-4.757689953,,FERME,KWILU,oui
BULUNGU,NGANDUNGALA,Ferme Kibulu,18.56263,-4.770540237,,FERME,KWILU,oui
BULUNGU,NDWIY,Ferme Kiese,19.13594,-4.372980118,,FERME,KWILU,oui
BULUNGU,NGWEME,Ferme Kimbimbi,18.84683,-4.859089851,,PS,KWILU,oui
BULUNGU,NIADI,Ferme Koree/Freme Bibo,18.97005,-4.401060104,,FERME,KWILU,oui
BULUNGU,NKO,Ferme Kowete,18.55944,-4.718470097,,FERME,KWILU,oui
KIKONGO,MBULUKUMBI,Ipalanga,17.449177,-4.155252,,VILLAGE,KWILU,oui
BULUNGU,MITSHAKILA,KIKONGO,,,,VILLAGE,KWILU,oui
KIKONGO,MBULUKUMBI,Kimbongo,17.447035,-4.15407,,VILLAGE,KWILU,oui
BULUNGU,MAYOKO NIADI,Ferme Zimba Zimba,19.0643,-4.515069962,,FERME,KWILU,oui
BULUNGU,MAYALA,FUNDA,18.8401,-4.634950161,2897,VILLAGE,KWILU,oui
KIKONGO,MATELE,IST Kingalamatele,17.024051,-4.346309,,ECOLE S,KWILU,oui
KIKONGO,MBONGAMBANZA,Riviere,17.36437,-4.267164,,REP GEO,KWILU,oui
KIKONGO,MBONGAMBANZA,Riviere Bibesu,17.383059,-4.310381,,REP GEO,KWILU,oui
KIKONGO,MBONGAMBANZA,Riviere Hungu,17.303153,-4.32225,,REP GEO,KWILU,oui
KIKONGO,MBONGAMBANZA,Riviere Lukudi,17.273604,-4.223639,,REP GEO,KWILU,oui
KIKONGO,MBONGAMBANZA,Riviere Mamani,17.324839,-4.163292,,REP GEO,KWILU,oui
KIKONGO,MBONGAMBANZA,Riviere Manganda,17.345536,-4.163504,,REP GEO,KWILU,oui
KIKONGO,MBONGAMBANZA,Riviere Manvula,17.302889,-4.222207,,REP GEO,KWILU,oui
KIKONGO,MBONGAMBANZA,Riviere Sanga,17.430359,-4.278743,,REP GEO,KWILU,oui
KIKONGO,MBULUKUMBI,Kimia,17.487223,-4.153596,,VILLAGE,KWILU,oui
KIKONGO,MISAY,Kinganzia,17.252783,-3.783693,,MARCHE,KWILU,oui
KIKONGO,MISAY,Kinkay,17.347184,-3.863608,,QUARTIER,KWILU,oui
BULUNGU,MITSHAKILA,Kipindi,18.72212,-4.653850079,,VILLAGE,KWILU,oui
BULUNGU,MITSHAKILA,Kipindi Port,18.72147,-4.653470039,,REPERE GEOGRAPHIQUE,KWILU,oui
KIKONGO,MBULUKUMBI,Kitsha,17.416085,-4.138962,,FERME,KWILU,oui
BULUNGU,MITSHAKILA,Kiwamba,18.82567,-4.721670151,,VILLAGE,KWILU,oui
KIKONGO,MISAY,Kizwama,17.343317,-3.860637,,QUARTIER,KWILU,oui
KIKONGO,MBULUKUMBI,Makuku,17.414638,-4.145593,,FERME,KWILU,oui
KIKONGO,MISAY,Mangata,17.344834,-3.861801,,QUARTIER,KWILU,oui
KIKONGO,FANKANA,FAWA,17.47256268,-3.772385611,2930,VILLAGE,KWILU,oui
KIKONGO,MISAY,Marche Misay,17.345478,-3.862465,,MARCHE,KWILU,oui
BULUNGU,MUSENGE,Misumba,18.94934,-4.646800041,,VILLAGE,KWILU,oui
KIKONGO,MUMBANDA,MONGATA,,,,VILLAGE,KWILU,oui
KIKONGO,MUMBUNDA,MPUKANI II,17.50411987,-4.0922699,2415,VILLAGE,KWILU,oui
KIKONGO,MUMBUNDA,MPUTU,17.4803,-4.06756,2489,VILLAGE,KWILU,oui
KIKONGO,KINDONGOMBE,LUNKALA,17.46784755,-3.939099984,2253,VILLAGE,KWILU,oui
KIKONGO,KINDONGOMBE,KINDONGOMBE,17.52621845,-3.874804594,2491,VILLAGE,KWILU,oui
KIKONGO,KINDONGOMBE,KIBWANZAY,17.57299167,-3.87594932,2194,VILLAGE,KWILU,oui
KIKONGO,KINDONGOMBE,MUTANA,17.53179512,-3.827553948,2190,VILLAGE,KWILU,oui
KIKONGO,FAMBONDO,Ferme Mukisi,17.21413994,-3.96905994,,VILLAGE,KWILU,oui
KIKONGO,MUKULANZADI,MUKULANZADI,17.36815,-3.934222,2909,VILLAGE,KWILU,oui
KIKONGO,MBULUKUMBI,Matonge,17.453615,-4.157237,,VILLAGE,KWILU,oui
BULUNGU,MPENE,MATU,18.80751,-4.506790161,1030,VILLAGE,KWILU,oui
BULUNGU,MALUNGA,Konda,18.51214,-4.65433979,,VILLAGE,KWILU,oui
BULUNGU,NSELE,Ferme Lambert,18.64055555,-4.529513887,,FERME,KWILU,oui
KIKONGO,KIBWANGA,PS Bukanga,17.646315,-4.251128,,PS,KWILU,oui
KIKONGO,KIBWANGA,PS Camp,17.712614,-4.264458,,PS,KWILU,oui
KIKONGO,KIBWANGA,PS d'Etat,17.711453,-4.264905,,ADMIN,KWILU,oui
KIKONGO,KIBWANGA,PS Kimbimbi,17.75236111,-4.288194446,,PS,KWILU,oui
KIKONGO,KIBWANGA,PS Kingalufwa,17.638665,-4.323108,,PS,KWILU,oui
KIKONGO,KIBWANGA,PS Kisantete,17.738221,-4.244683,,PS,KWILU,oui
KIKONGO,KIBWANGA,Tampundu,17.645962,-4.278551,,VILLAGE,KWILU,oui
BULUNGU,NIADI,Ferme Longien,18.9278,-4.40831995,,FERME,KWILU,oui
BULUNGU,NKARA,Ferme Lutondo,18.90359,-4.528590202,,FERME,KWILU,oui
BULUNGU,NKO,Ferme Mbatanga,18.63251,-4.702670097,,FERME,KWILU,oui
KIKONGO,MBONGAMBANZA,Six Pas,17.318738,-4.226249,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,Sous Division Bagata II,17.21046,-4.11953,,ADMIN,KWILU,oui
KIKONGO,FATUNDU,Zua Idee Hameau,17.27479,-4.17683,,HAMEAU,KWILU,oui
KIKONGO,KIKONGO,KUNIMBU,17.18341468,-4.185059195,1667,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Lubu-Lubi,17.26414,-4.29682,,HAMEAU,KWILU,oui
KIKONGO,KIKONGO,Marche Kikongo,17.1775,-4.26194,,MARCHE,KWILU,oui
KIKONGO,MATELE,IST Sedu Sedu,17.020641,-4.284236,,ECOLE S,KWILU,oui
KIKONGO,FAKWILU,FAKWILU,17.05319444,-4.476666668,1967,VILLAGE,KWILU,oui
KIKONGO,FAKWILU,Vulaboko,17.049316,-4.403454,,VILLAGE,KWILU,oui
BULUNGU,NGWEME,Ferme Kwiyanganda Prodin,18.92199,-4.733550072,,FERME,KWILU,oui
KIKONGO,KIMBAY,Pont Kisombo,17.074121,-4.042662,,REP GEO,KWILU,oui
KIKONGO,MATELE,KIBWADI I,16.96347222,-4.264861112,2164,VILLAGE,KWILU,oui
KIKONGO,MATELE,KIBWADI CAMPS,,,,VILLAGE,KWILU,oui
KIKONGO,MATELE,Kibwadi II,16.989154,-4.227896,,VILLAGE,KWILU,oui
KIKONGO,MATELE,Kibwadi Ngulu,16.954534,-4.277222,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,Pont Bulu,17.055049,-4.119116,,REP GEO,KWILU,oui
KIKONGO,KINKOSI,Pont Gimi,16.94904,-4.06912,,REP GEO,KWILU,oui
KIKONGO,KINKOSI,Pont Gimi Muwe,16.941995,-4.026459,,REP GEO,KWILU,oui
KIKONGO,KINKOSI,Pont Ibulu,16.845492,-4.072683,,REP GEO,KWILU,oui
KIKONGO,KINKOSI,Pont Kimbwo,16.826144,-4.072573,,REP GEO,KWILU,oui
KIKONGO,KINKOSI,Pont Lusamu,17.029996,-4.094803,,REP GEO,KWILU,oui
KIKONGO,KINKOSI,Pont Mitimitanu,16.969993,-3.969872,,REP GEO,KWILU,oui
KIKONGO,KINKOSI,PS Kiniangi,17.076291,-4.136292,,PS,KWILU,oui
KIKONGO,KISIA,IST Mvulabanku,16.70657,-4.28807,,ECOLE S,KWILU,oui
KIKONGO,KISIA,Kabiyele,16.71448,-4.14218,,VILLAGE,KWILU,oui
BULUNGU,KIWUTU,Kanza,18.49815,-4.796850204,,VILLAGE,KWILU,oui
BULUNGU,KIWUTU,KASA,18.50916,-4.835030079,1613,PS,KWILU,oui
BULUNGU,KIWUTU,Kazamba Mayabu,18.37208,-4.836629868,,VILLAGE,KWILU,oui
BULUNGU,KIWUTU,Kiasi,18.50328,-4.865310192,,VILLAGE,KWILU,oui
BULUNGU,KIWUTU,Kikasamweni,18.43856,-4.813340187,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,BABA KASA,18.44594,-4.713449955,958,VILLAGE,KWILU,oui
BULUNGU,BILOLO,BILOLO,18.47711,-4.704249859,3320,CS,KWILU,oui
BULUNGU,BILOLO,Camp Kianga,18.51943703,-4.682811584,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Ferme Kindambi,18.49374,-4.684800148,,FERME,KWILU,oui
BULUNGU,BILOLO,Ferme Kingulu,18.5234,-4.707459927,,FERME,KWILU,oui
BULUNGU,BILOLO,Ferme Malondolo,18.51831,-4.712729931,,FERME,KWILU,oui
BULUNGU,BILOLO,Ferme Muyoko,18.50759,-4.688690186,,FERME,KWILU,oui
BULUNGU,BILOLO,Ferme Ngongo,18.49691,-4.713709831,,FERME,KWILU,oui
BULUNGU,BILOLO,Kasa,18.44868,-4.730760098,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,KIANGA,18.52819444,-4.680486112,1179,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Kikonzi,18.46348,-4.722710133,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Kilengula,18.51312,-4.687799931,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Kimbaya II,18.5094,-4.718540192,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,KIMOMFO,18.50565,-4.727359772,1169,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Kimputu Village,18.52512,-4.671150208,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Kinimi/Ferme Muwedi,18.53395,-4.657519817,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Kisamba/Ferme Kisamba,18.48356,-4.725719929,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Kitindi I,18.51951,-4.676650047,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Kitindi II,18.52216,-4.673900127,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Kiyaka,18.45708,-4.730539799,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Mingombo,18.49212,-4.705860138,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Mundondo I/Ferme Mundondo,18.49013889,-4.692847223,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Mundondo II,18.49226,-4.687369823,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Muwangi,18.52607,-4.702620029,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Muwedi,18.53181,-4.665140152,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Nzondo,18.49996,-4.707409859,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Paroisse Bilolo,18.47164,-4.715280056,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Riviere Sangi,18.52475,-4.705220222,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,BILOLO,Songo,18.49275,-4.719530106,,VILLAGE,KWILU,oui
BULUNGU,BILOLO,Trankil,18.48965,-4.707809925,,VILLAGE,KWILU,oui
BULUNGU,CBCO,Bulungu,18.59775,-4.53689003,,HGR,KWILU,oui
BULUNGU,CBCO,Bulungu Cbco,18.59604,-4.54693985,,CS,KWILU,oui
BULUNGU,CBCO,Ferme Kimbwasa,18.57245,-4.550739765,,FERME,KWILU,oui
BULUNGU,CBCO,Ferme Kinduwa,18.57688,-4.565030098,,FERME,KWILU,oui
BULUNGU,CBCO,Ferme Kinzimbu (Mundenda),18.58020833,-4.550416667,,FERME,KWILU,oui
BULUNGU,CBCO,Ferme Manikisa,18.60183,-4.560830116,,FERME,KWILU,oui
BULUNGU,CBCO,Ferme Musiwamba,18.57996,-4.553870201,,FERME,KWILU,oui
BULUNGU,CBCO,Ferme Muyombo,18.58245,-4.552279949,,FERME,KWILU,oui
BULUNGU,CBCO,Ferme Mwamba (Manzangi),18.59901,-4.563670158,,FERME,KWILU,oui
BULUNGU,CBCO,La Police,18.6008,-4.552440166,,PS,KWILU,oui
BULUNGU,CBCO,Pont Riviere Kabangu,18.59357851,-4.533145384,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,CBCO,Riviere Kabangu,18.58832,-4.547019958,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,CBCO,Riviere Matalasi,18.59947,-4.559979916,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,EBAY,Camp Kimbanguiste Ebay,19.14583,-4.49214983,,VILLAGE,KWILU,oui
BULUNGU,EBAY,EBAY,19.14304,-4.502550125,463,CS,KWILU,oui
BULUNGU,EBAY,Ebay Village,19.14638,-4.484469891,,VILLAGE,KWILU,oui
BULUNGU,EBAY,Ferme Papa Placide,19.10916,-4.518980026,,FERME,KWILU,oui
BULUNGU,EBAY,Ferme Papa Proust,19.1383,-4.50578022,,FERME,KWILU,oui
BULUNGU,EBAY,Ferme Pere Odon,19.19818,-4.500669956,,FERME,KWILU,oui
BULUNGU,EBAY,IMPANGA,19.18962,-4.492939949,2243,VILLAGE,KWILU,oui
BULUNGU,EBAY,LUBANGU,19.09882,-4.516210079,482,VILLAGE,KWILU,oui
BULUNGU,EBAY,MATAMANKO I,19.1185,-4.458600044,4149,PS,KWILU,oui
BULUNGU,EBAY,MATAMANKO II,19.10915,-4.516729832,186,VILLAGE,KWILU,oui
BULUNGU,EBAY,MAYILI,19.2033,-4.476339817,209,VILLAGE,KWILU,oui
BULUNGU,EBAY,MUSANGU,19.14812,-4.501729965,98,VILLAGE,KWILU,oui
BULUNGU,EBAY,NZUNDU,19.1043,-4.515850067,179,VILLAGE,KWILU,oui
BULUNGU,EBAY,NGIEM,19.17618055,-4.488055557,1459,VILLAGE,KWILU,oui
BULUNGU,EBAY,Pont 1 En Bois Riviere Lubangu,19.17275132,-4.453000107,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,EBAY,Pont 1 Riviere Lubangu,19.14297,-4.464270115,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,EBAY,Pont 1 Riviere Mpidi,19.21746,-4.521019936,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,EBAY,Pont 2 En Bois Riviere Lubangu,19.17268947,-4.452368726,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,EBAY,Pont 2 Riviere Lubangu,19.14279,-4.46408987,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,EBAY,Pont 2 Riviere Mpidi,19.2178,-4.521420002,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,EBAY,Port Riviere Kamtsha,19.23364,-4.471079826,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,EBAY,TSHAMBANA,19.17159,-4.491769791,389,VILLAGE,KWILU,oui
BULUNGU,EKUBI,Camp EP Mpango/Ferme Mongo,19.18773,-4.581210136,,VILLAGE,KWILU,oui
