LAT,LON,Village,DATETIME,TYPE,TERRITOIRE,SECTEUR,GROUPEMENT,AS_,ZS,DATUM,COORDLATLO,TYPE_GPS,SOURCE_DAT,pVillage,CVillage,NC2009,NC2010,NC2011,tot_cases
-4.00422,16.82897,F. ELIKYA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ELIKYA,FADIAKA FERME ELIKYA,0,0,0,0
-4.00804,16.83451,F. MAPENDO,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAPENDO,FADIAKA FERME MAPENDO,0,0,0,0
-4.00806,16.83668,F. ABUSA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ABUSA,FADIAKA FERME ABUSA,0,0,0,0
-4.00413,16.84002,F. NZUMBA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NZUMBA,FADIAKA FERME NZUMBA,0,0,0,0
-4.00581,16.84327,F. MUSAMARIA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MUSAMARIA,FADIAKA FERME MUSAMARIA,0,0,0,0
-4.00615,16.84743,F. MAPAMBOLI,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAPAMBOLI,FADIAKA FERME MAPAMBOLI,0,0,0,0
-4.01127,16.86058,F. LUZOLO,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LUZOLO,FADIAKA FERME LUZOLO,0,0,0,0
-4.02744,16.8679,F. MALIMONO,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MALIMONO,FADIAKA FERME MALIMONO,0,0,0,0
-3.93527,16.81423,F. BETONABETO,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BETONABETO,FADIAKA FERME BETONABETO,0,0,0,0
-3.91965,16.8145,F. MPUNTSUELE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MPUNTSUELE,FADIAKA FERME MPUNTSUELE,0,0,0,0
-3.91925,16.83137,F. BASALIMOKE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BASALIMOKE,FADIAKA FERME BASALIMOKE,0,0,0,0
-3.91916,16.83982,F. KOLOKOSO,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KOLOKOSO,FADIAKA FERME KOLOKOSO,0,0,0,0
-3.91823,16.83991,F. BONGISA MALOBA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BONGISA MALOBA,FADIAKA FERME BONGISA MALOBA,0,0,0,0
-3.90468,16.83744,F. BETHELEM,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BETHELEM,FADIAKA FERME BETHELEM,0,0,0,0
-3.90179,16.84347,F. MAYOKO II,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAYOKO II,FADIAKA FERME MAYOKO II,0,0,0,0
-3.9023,16.83517,F. LIBERTE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LIBERTE,FADIAKA FERME LIBERTE,0,0,0,0
-3.90111,16.83338,F. MUSITU MBONGO,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MUSITU MBONGO,FADIAKA FERME MUSITU MBONGO,0,0,0,0
-3.96593,16.82167,F. LIBANGA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LIBANGA,FADIAKA FERME LIBANGA,0,0,0,0
-3.96322,16.82598,LELOTE,40442.79211,VILLAGE,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,LELOTE,FADIAKA LELOTE,0,0,0,0
-3.95568,16.83308,F. SALAOZWA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SALAOZWA,FADIAKA FERME SALAOZWA,0,0,0,0
-3.96002,16.84516,MUSU,40442.79211,VILLAGE,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MUSU,FADIAKA MUSU,0,0,0,0
-3.93633,16.86655,F. BINKOLO,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BINKOLO,FADIAKA FERME BINKOLO,0,0,0,0
-3.96069,16.84979,F. ISRAEL,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ISRAEL,FADIAKA FERME ISRAEL,0,0,0,0
-3.96056,16.86261,F. MATETE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MATETE,FADIAKA FERME MATETE,0,0,0,0
-3.95845,16.87462,NTSUMA,40442.79211,VILLAGE,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NTSUMA,FADIAKA NTSUMA,0,0,0,0
-3.96339,16.90735,CS FADIAKA,40442.79211,CS,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FADIAKA,FADIAKA FADIAKA,10,1,0,11
-3.96066,16.90749,FADIAKA,40442.79211,VILLAGE,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FADIAKA,FADIAKA FADIAKA,10,1,0,11
-3.95797,16.90691,EP CBCO,40442.79211,EP,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP CBCO,FADIAKA EP CBCO,0,0,0,0
-3.96179,16.91428,PORT FADIAKA,40442.79211,PORT,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT FADIAKA,FADIAKA PORT FADIAKA,0,0,0,0
-3.9585,16.91733,F. MUZANDE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MUZANDE,FADIAKA FERME MUZANDE,0,0,0,0
-3.92715,16.9374,F. BASALIMOKE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BASALIMOKE,FADIAKA FERME BASALIMOKE,0,0,0,0
-3.92234,16.94047,F. BONGISA MALOBA II,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BONGISA MALOBA II,FADIAKA FERME BONGISA MALOBA II,0,0,0,0
-3.9037,16.95009,F. BETHELEM,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BETHELEM,FADIAKA FERME BETHELEM,0,0,0,0
-3.89438,16.94998,F. BAYALA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BAYALA,FADIAKA FERME BAYALA,0,0,0,0
-3.88316,16.94765,F. SAKULE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SAKULE,FADIAKA FERME SAKULE,0,0,0,0
-3.88509,16.97036,F. BOLAMU ZOBA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BOLAMU ZOBA,FADIAKA FERME BOLAMU ZOBA,0,0,0,0
-3.87449,16.97782,F. GRAND MUYAKA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME GRAND MUYAKA,FADIAKA FERME GRAND MUYAKA,0,0,0,0
-3.89002,16.97903,F. MAKUBA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAKUBA,FADIAKA FERME MAKUBA,0,0,0,0
-3.89918,16.99624,F. ILUNGA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ILUNGA,FADIAKA FERME ILUNGA,0,0,0,0
-3.87725,16.99907,F. MABELE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MABELE,FADIAKA FERME MABELE,0,0,0,0
-3.87187,17.00156,EP BALONZI,40442.79211,EP,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP BALONZI,FADIAKA EP BALONZI,0,0,0,0
-3.8788,17.01126,F. SALOMON,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SALOMON,FADIAKA FERME SALOMON,0,0,0,0
-3.8825,17.01937,F. LONDRE/GERBA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LONDRE/GERBA,FADIAKA FERME LONDRE/GERBA,0,0,0,0
-3.88209,17.02243,F. ARC MABE LIWA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ARC MABE LIWA,FADIAKA FERME ARC MABE LIWA,0,0,0,0
-3.88131,17.02532,F. NSINGI,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NSINGI,FADIAKA FERME NSINGI,0,0,0,0
-3.88354,17.02902,F. PLUS TARD,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME PLUS TARD,FADIAKA FERME PLUS TARD,0,0,0,0
-3.88538,17.0357,F. PETER,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME PETER,FADIAKA FERME PETER,0,0,0,0
-3.89342,17.02797,F. JEAN,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME JEAN,FADIAKA FERME JEAN,0,0,0,0
-3.90358,17.03262,F. KIPE YAYO,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KIPE YAYO,FADIAKA FERME KIPE YAYO,0,0,0,0
-3.91506,17.0403,F. BEL SAYONE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BEL SAYONE,FADIAKA FERME BEL SAYONE,0,0,0,0
-3.92345,17.04104,FEME MUSA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FEME MUSA,FADIAKA FEME MUSA,0,0,0,0
-3.9272,17.04047,F. KISANTETE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KISANTETE,FADIAKA FERME KISANTETE,0,0,0,0
-3.92772,17.04108,F. OSEKI OZWI NINI,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME OSEKI OZWI NINI,FADIAKA FERME OSEKI OZWI NINI,0,0,0,0
-3.93664,17.04582,F. PARADIS,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME PARADIS,FADIAKA FERME PARADIS,0,0,0,0
-3.95578,17.0228,F. LA CHARITE BIEN ORDONNE,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LA CHARITE BIEN ORDONNE,FADIAKA FERME LA CHARITE BIEN ORDONNE,0,0,0,0
-3.95866,17.02291,CAMP LA POLICE/FALO,40442.79211,CAMP,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP LA POLICE/FALO,FADIAKA CAMP LA POLICE/FALO,0,0,0,0
-3.95821,17.02126,FALO,40442.79211,VILLAGE,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FALO,FADIAKA FALO,0,0,0,0
-3.95721,17.02248,EP CBCO FALO,40442.79211,EP,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP CBCO FALO,FADIAKA EP CBCO FALO,0,0,0,0
-3.85124,16.99735,F. BALONZO,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BALONZO,FADIAKA FERME BALONZO,0,0,0,0
-3.87035,16.94591,F. TEKASALA,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME TEKASALA,FADIAKA FERME TEKASALA,0,0,0,0
-3.87272,16.93151,F. MAPAMBOLI,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAPAMBOLI,FADIAKA FERME MAPAMBOLI,0,0,0,0
-3.87127,16.92653,F. FERBO,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME FERBO,FADIAKA FERME FERBO,0,0,0,0
-3.87017,16.92179,F. KWILU/BAYANZI,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KWILU/BAYANZI,FADIAKA FERME KWILU/BAYANZI,0,0,0,0
-3.87317,16.91341,F. MOISE /BAYANZI,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MOISE /BAYANZI,FADIAKA FERME MOISE /BAYANZI,0,0,0,0
-3.87434,16.91052,F. LOUISON,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LOUISON,FADIAKA FERME LOUISON,0,0,0,0
-3.87313,16.90957,F. HOLAND,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME HOLAND,FADIAKA FERME HOLAND,0,0,0,0
-3.86842,16.89338,F. UN PLUS,40442.79211,FERME,KWAMOUTH,BATEKE SUD,BUKU,FADIAKA,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME UN PLUS,FADIAKA FERME UN PLUS,0,0,0,0
-3.09882,16.31738,PORT ITUBI,40436.60554,PORT,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT ITUBI,ITUBI PORT ITUBI,0,0,0,0
-3.10045,16.31772,CS ITUBI,40436.60554,CS,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,ITUBI,ITUBI ITUBI,16,18,11,45
-3.1008,16.31808,ITUBI,40436.60554,VILLAGE,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,ITUBI,ITUBI ITUBI,16,18,11,45
-3.10251,16.31925,INSTITUT  NGAMPO,40436.60554,ES,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,INSTITUT  NGAMPO,ITUBI INSTITUT  NGAMPO,0,0,0,0
-3.10229,16.31984,EP MAIMPILI,40436.60554,EP,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP MAIMPILI,ITUBI EP MAIMPILI,0,0,0,0
-3.09989,16.31856,EP I NGAMPO,40436.60554,EP,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP I NGAMPO,ITUBI EP I NGAMPO,0,0,0,0
-3.10071,16.31571,PONT ITUBI,40436.60554,PORT EN BOIS,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT ITUBI,ITUBI PONT ITUBI,0,0,0,0
-3.10118,16.33268,F. MOBA,40436.60554,FERME,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MOBA,ITUBI FERME MOBA,0,0,0,0
-3.10151,16.33789,PORT MANIANGA,40436.60554,PORT,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT MANIANGA,ITUBI PORT MANIANGA,0,0,0,0
-3.10215,16.33831,VILLAGE MANIANGA,40436.60554,VILLAGE,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MANIANGA,ITUBI MANIANGA,9,2,3,14
-3.10082,16.3437,PORT ABBE NKOY,40436.60554,PORT,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT ABBE NKOY,ITUBI PORT ABBE NKOY,0,0,0,0
-3.10144,16.34412,F. ABBE NKOY,40436.60554,FERME,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ABBE NKOY,ITUBI FERME ABBE NKOY,0,0,0,0
-3.09992,16.3626,PONT FERME MOLALA,40436.60554,PORT EN BOIS,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT FERME MOLALA,ITUBI PONT FERME MOLALA,0,0,0,0
-3.10132,16.3631,F. MOLALA,40436.60554,FERME,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MOLALA,ITUBI FERME MOLALA,0,0,0,0
-3.08303,16.38195,PORT FERME MOKANO,40436.60554,PORT,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT FERME MOKANO,ITUBI PORT FERME MOKANO,0,0,0,0
-3.08456,16.38238,F. MOKANO,40436.60554,FERME,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MOKANO,ITUBI FERME MOKANO,0,0,0,0
-3.08012,16.38657,PORT FERME BIKOTIKALA,40436.60554,PORT,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT FERME BIKOTIKALA,ITUBI PORT FERME BIKOTIKALA,0,0,0,0
-3.08108,16.38699,F. BIKOTIKALA,40436.60554,FERME,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BIKOTIKALA,ITUBI FERME BIKOTIKALA,0,0,0,0
-3.07323,16.40827,PORT FERME MONGANGA,40436.60554,PORT,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT FERME MONGANGA,ITUBI PORT FERME MONGANGA,0,0,0,0
-3.07346,16.40795,F. MONGANGA,40436.60554,FERME,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MONGANGA,ITUBI FERME MONGANGA,0,0,0,0
-3.08163,16.42161,PORT VILLAGE MAKAYABU,40436.60554,VILLAGE,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT MAKAYABU,ITUBI PORT MAKAYABU,0,0,0,0
-3.08191,16.42129,VILLAGE MAKAYABU,40436.60554,VILLAGE,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MAKAYABU,ITUBI MAKAYABU,0,0,0,0
-3.09356,16.43716,PORT MOKELE,40436.60554,PORT,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT MOKELE,ITUBI PORT MOKELE,0,0,0,0
-3.09504,16.43663,VILLAGE MOKELE,40436.60554,VILLAGE,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MOKELE,ITUBI MOKELE,0,0,0,0
-3.10693,16.3062,PORT FERME NGUENE,40436.60554,PORT,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT FERME NGUENE,ITUBI PORT FERME NGUENE,0,0,0,0
-3.10691,16.3062,F. NGUENE,40436.60554,FERME,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NGUENE,ITUBI FERME NGUENE,0,0,0,0
-3.11156,16.28945,PORT FERME EKIENGE,40436.60554,PORT,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PORT FERME EKIENGE,ITUBI PORT FERME EKIENGE,0,0,0,0
-3.1118,16.28959,F. EKIENGE,40436.60554,FERME,KWAMOUTH,BATEKE SUD,DUMU,ITUBI,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME EKIENGE,ITUBI FERME EKIENGE,0,0,0,0
